building_id,line_id,lat,lon,peak_load_kW,solar_capacity_kWp,battery_capacity_kWh,battery_power_kW,area,height,has_solar,has_battery,label_A,label_B,label_C,label_D,label_E,label_F,label_G,age_range_1945 - 1964,age_range_1965 - 1974,age_range_1975 - 1991,age_range_1992 - 2005,age_range_2006 - 2014,age_range_2015 and later,age_range_< 1945,building_function_non_residential,building_function_residential
1910567,L0005,0.13087220665023264,-1.1166477602277491,0.5457935187018926,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6938428471100102,1.1460781119449999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910864,L0006,-1.139621254854198,1.5133071577837265,-0.10684693161511535,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6258170257333421,-0.757443407186767,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910521,L0001,0.4377584576488279,-0.6044805683916025,0.5306158338107994,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6258170257333421,1.0341062578784253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910526,L0005,1.132742588403189,-0.9277512267759684,0.23085655721170853,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6683331640937596,0.6422047686454143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910795,L0001,0.7165329909977228,-0.6673745278249694,0.20050118742952208,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6598299364216762,0.8661484767785635,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910518,L0001,0.1706971399905449,-0.6577150460007198,0.45852183057810664,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4642556999637552,0.5302329145788397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910848,L0001,-0.350931398602685,-0.0070952813506463975,-0.09166924672402214,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.6598299364216762,-0.6454715531201924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910316,L0001,-0.2337992417298579,-0.08458579109632297,0.3257170877810411,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.8128880345191796,0.36227513347897805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910310,L0001,-0.3954416182114741,-0.30653921790200317,0.6558317341623183,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.7618686684866784,0.08234549831254179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910552,L0003,-0.764017471827317,-1.8140623479375038,-0.08787482550124885,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2176620974733331,-0.5894856260869054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910602,L0002,-1.4793045097709707,-0.6345322896225589,0.46990509424642657,3.0837611550419317,-0.2016505739187888,-0.20791736999267701,0.5237782936683398,0.306289206445691,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1910645,L0001,-0.7913483084276477,0.07855212415752226,0.03734107485027007,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.48976538298000577,0.1943173523791164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910606,L0002,-1.7557363999828528,-0.8088322727622206,-0.26621262297159404,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,-0.03743473268917252,-0.3095559909204691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910548,L0005,-0.5367810874982493,-1.594899438103087,-0.1599688287339416,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.49826861065208927,0.5302329145788397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910849,L0004,-0.45166505351087505,0.1526081514765151,0.16635139642456243,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.574797659700841,-1.2613167504863523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910501,L0001,0.7938402145302377,-0.5875228114113887,-0.0157808222685561,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.5662944320287574,0.306289206445691,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1908091,L0006,-0.52819139599402,1.1035304732844733,0.5457935187018926,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.8383977175354301,-1.429274531586214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1910538,L0005,0.4643084132053371,-1.278283089419837,0.006985705068083697,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.557791204356674,-1.3173026775196395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910568,L0005,-0.0760612704839941,-1.2675503318373795,0.05631318096413658,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.5407847490125068,0.5862188416121272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910553,L0003,-1.8502230065238263,-2.119945939038106,0.003191283845310408,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.32820405721041884,-0.8694152612533416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910615,L0002,-2.3421780653741644,-1.2181796469581145,-0.1979130409616746,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.43024278927542114,0.7541766227119889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910642,L0001,-0.8764643424205704,-0.08480044624781197,0.2763896118849881,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4217395616033376,-1.5412463856527885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910623,L0002,-3.084015058874327,-1.327439119147613,0.17394023887010898,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4132363339312541,0.02635957127925474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910519,L0001,0.2401955530626519,-0.6886253878383949,-0.11443577406066201,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4132363339312541,-0.42152784498704365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910590,L0003,1.3021937753396646,-2.5981976169136347,-0.09166924672402214,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4132363339312541,-0.47751377202033074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910554,L0003,-2.499135155576207,-1.737859769101905,0.25362308454834825,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4217395616033376,0.7541766227119889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910851,L0004,-0.45635033978490036,0.271312450338774,0.10564065686018953,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.3877266509150035,-0.8134293342200543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910578,L0002,-0.6828058430645982,-0.9839908765082197,0.07528528707800308,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.37922342324291997,-0.6454715531201924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1910618,L0003,-2.59362176211718,-1.7157502884819518,0.412988775904827,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.3877266509150035,0.08234549831254179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910561,L0002,-0.5586457567807331,-0.8901865752373682,0.26880076943944153,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4727589276358387,0.41826106051226514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910616,L0002,-1.9009802744998319,-0.7920891709334958,0.1929123449839755,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4642556999637552,-1.7092041667526503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910555,L0003,-1.4691530561790986,-1.9104425110281296,1.1073678596723413,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4642556999637552,-1.2613167504863523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1910580,L0005,-0.38919456984425754,-1.1426210335773643,0.11702392052850946,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4642556999637552,-0.8694152612533416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910314,L0001,-0.20646840512952733,-0.20930043420465874,-0.09925808916956878,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4642556999637552,-0.5894856260869054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910520,L0001,0.34561449424486723,-0.5828003980750084,0.1132294993057361,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.4557524722916717,-0.3095559909204691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910620,L0002,-2.5740997359717093,-1.4384158325505483,0.3864278273454138,1.5152486988299436,-0.2016505739187888,-0.20791736999267701,0.4557524722916717,0.13833142534582885,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910354,L0001,0.03326207592842517,-0.13760561355376072,0.19670676620674873,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.44724924461958815,0.47424698754555267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910853,L0004,-0.46572091233295104,0.44174864074858333,0.5685600460385323,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.9064235389120983,-1.3173026775196395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910638,L0001,-1.2247372888415722,-0.10905647838437116,0.3598668787860007,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.31970082953833534,-0.757443407186767,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910655,L0001,-1.0810551764177845,-0.34517714519900167,0.24603424210280167,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.31119760186625184,-1.2053308234530649,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910558,L0003,-2.6061158588516133,-2.384615741022126,0.15117371153346912,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2941911465220848,-0.42152784498704365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1910559,L0003,-2.9075359425268137,-2.6690338169580046,0.12081834175128268,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2941911465220848,-0.5334996990536178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910728,L0001,1.267835009328296,-0.5437331604748413,0.0942573931918696,2.8085835311450915,-0.2016505739187888,-0.20791736999267701,0.12412659308041438,-0.14159820982060742,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910641,L0001,-1.0537243398174538,-0.038864243794849374,0.30674498166717457,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.36221696789875296,-1.3173026775196395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910857,L0004,-0.4532268155985178,0.6175512099498119,-0.1599688287339416,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.32820405721041884,0.5862188416121272,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1910579,L0002,-0.6507897201846938,-1.0713555232296348,0.17014581764733563,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2601782358337507,-1.2613167504863523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1910569,L0005,0.030138551747591117,-1.3340934288489195,-0.19411861973890132,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.25167500816166716,0.6981906956787014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910855,L0004,-0.6976425829360441,0.17428832179329984,-0.1409967226200751,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.25167500816166716,-0.42152784498704365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910549,L0003,-1.0131185254333201,-1.6575787423847743,0.10564065686018953,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.23466855281750015,-0.029626355754032812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1910596,L0002,-1.7284055633825224,-0.6072710853630566,-0.049930613273515834,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2771846911779177,0.08234549831254179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1910640,L0001,-1.0107758822963075,-0.15950043902203442,0.3105394028899478,-0.41099466844793625,-0.2016505739187888,-0.20791736999267701,0.2686814635058342,-1.4852604586195013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
